,시도코드,일시,시도,PM10,PM25,PM10등급,PM25등급
404,41,20160208,경기,78.06223629,42.7890625,2,2
405,41,20160209,경기,55.04535975,27.33854167,2,2
406,41,20160210,경기,48.41888367,28.42894737,2,2
407,41,20160211,경기,56.04697624,30.69129288,2,2
408,41,20160212,경기,36.73845328,23.31868132,2,2
409,41,20160213,경기,21.14775726,13.48396501,1,1
410,41,20160214,경기,31.97477667,16.62334218,2,2
411,41,20160215,경기,37.15546218,12.65879265,2,1
412,41,20160216,경기,32.92631579,18.41798942,2,2
413,41,20160217,경기,44.21239407,19.15873016,2,2
414,41,20160218,경기,48.67702845,24.55040872,2,2
415,41,20160219,경기,95.07161664,49.72972973,3,2
416,41,20160220,경기,56.82987552,24.2265625,2,2
417,41,20160221,경기,31.8994327,14.68586387,2,1
418,41,20160222,경기,50.17425432,21.37994723,2,2
419,41,20160223,경기,56.94151739,27.87401575,2,2
420,41,20160224,경기,35.88092729,18.40266667,2,2
421,41,20160225,경기,55.51436031,29.65171504,2,2
422,41,20160226,경기,59.85534591,32.55874674,2,2
423,41,20160227,경기,70.22047244,43.40885417,2,2
424,41,20160228,경기,57.3716252,34.05483029,2,2
425,41,20160229,경기,57.69519833,28.30208333,2,2
426,41,20160301,경기,36.06354167,19.83920705,2,2
427,41,20160302,경기,42.41856764,23.00892857,2,2
428,41,20160303,경기,59.1010155,31.66891892,2,2
429,41,20160304,경기,74.59704641,39.59142212,2,2
430,41,20160305,경기,25.18584071,14.84510251,1,1
431,41,20160306,경기,100.6123625,24.92170022,3,2
432,41,20160307,경기,116.7576081,32.56696429,3,2
433,41,20160308,경기,78.53497064,21.96888889,2,2
434,41,20160309,경기,49.90937664,16.34734513,2,2
435,41,20160310,경기,39.64421053,14.66666667,2,1
436,41,20160311,경기,41.69279327,19.43176734,2,2
437,41,20160312,경기,52.24537037,22.31359649,2,2
438,41,20160313,경기,72.57068336,39.73846154,2,2
439,41,20160314,경기,76.90889488,47.98405467,2,2
440,41,20160315,경기,64.98297872,32.25114155,2,2
441,41,20160316,경기,72.04068522,36.20264317,2,2
442,41,20160317,경기,86.19495533,45.40486726,3,2
443,41,20160318,경기,76.59257322,41.79418345,2,2
444,41,20160319,경기,83.60899111,42.51535088,3,2
445,41,20160320,경기,86.58568443,46.84868421,3,2
446,41,20160321,경기,89.03036649,49.72706935,3,2
447,41,20160322,경기,77.19402202,46.5210643,2,2
448,41,20160323,경기,85.01320655,46.67333333,3,2
449,41,20160324,경기,48.19882416,23.95111111,2,2
450,41,20160325,경기,78.59160105,39.74449339,2,2
451,41,20160326,경기,73.940625,43.95394737,2,2
452,41,20160327,경기,69.38687664,41.06373626,2,2
453,41,20160328,경기,78.23548215,43.35920177,2,2
454,41,20160329,경기,107.35067020000001,53.79953917,3,3
455,41,20160330,경기,100.78541,51.28733032,3,3
456,41,20160331,경기,65.45882962,28.98684211,2,2
457,41,20160401,경기,82.77444387,35.42557652,3,2
458,41,20160402,경기,90.92636457,45.45,3,2
459,41,20160403,경기,65.72095436,38.01041667,2,2
460,41,20160404,경기,35.4801877,14.53601695,2,1
461,41,20160405,경기,62.21775899,22.26539278,2,2
462,41,20160406,경기,79.49839744,37.80972516,2,2
463,41,20160407,경기,45.34826133,26.03418803,2,2
464,41,20160408,경기,79.60897098,38.37843552,2,2
465,41,20160409,경기,116.03333329999998,56.94166667,3,3
466,41,20160410,경기,122.79252240000001,60.27708333,3,3
467,41,20160411,경기,57.91452991,24.03846154,2,2
468,41,20160412,경기,63.36839295,29.85987261,2,2
469,41,20160413,경기,61.38220165,35.28870293,2,2
470,41,20160414,경기,56.18471338,29.54935622,2,2
471,41,20160415,경기,60.73609654,29.421711900000002,2,2
472,41,20160416,경기,57.34893396,28.51898734,2,2
473,41,20160417,경기,48.55851064,17.81018519,2,2
474,41,20160418,경기,61.42258065,22.855932199999998,2,2
475,41,20160419,경기,48.32892649,22.19823789,2,2
476,41,20160420,경기,66.73453199,31.85333333,2,2
477,41,20160421,경기,30.56396867,17.95454545,2,2
478,41,20160422,경기,77.23294858,43.31346578,2,2
479,41,20160423,경기,201.6616188,44.39166667,4,2
480,41,20160424,경기,165.80699009999998,29.81171548,4,2
481,41,20160425,경기,87.74437299,27.40772532,3,2
482,41,20160426,경기,88.60486486,34.23489933,3,2
483,41,20160427,경기,56.22907725,19.90114943,2,2
484,41,20160428,경기,58.60375335,21.02727273,2,2
485,41,20160429,경기,71.29073482,30.21806167,2,2
486,41,20160430,경기,80.32585470000001,35.20614035,3,2
487,41,20160501,경기,48.34438503,21.02540835,2,2
488,41,20160502,경기,47.39297297,22.53903346,2,2
489,41,20160503,경기,18.13062331,8.867617108,1,1
490,41,20160504,경기,55.586616299999996,12.84230056,2,1
491,41,20160505,경기,55.1359375,20.70961887,2,2
492,41,20160506,경기,46.81011998,20.51417769,2,2
493,41,20160507,경기,121.2153285,22.79014599,3,2
494,41,20160508,경기,55.41657867,18.00909091,2,2
495,41,20160509,경기,66.10969793,23.42193309,2,2
496,41,20160510,경기,32.36112586,14.48084291,2,1
497,41,20160511,경기,30.30765143,12.86876155,2,1
498,41,20160512,경기,33.59662091,16.25230203,2,2
499,41,20160513,경기,42.53700787,20.3388582,2,2
500,41,20160514,경기,37.56481481,18.35325132,2,2
501,41,20160515,경기,35.89308176,21.04563492,2,2
502,41,20160516,경기,38.48917063,18.185114499999997,2,2
503,41,20160517,경기,70.28391167,37.62681159,2,2
504,41,20160518,경기,61.25438131,32.39888683,2,2
505,41,20160519,경기,46.69047619,21.87992832,2,2
506,41,20160520,경기,60.73903967,33.66485507,2,2
507,41,20160521,경기,48.15436242,28.57117117,2,2
508,41,20160522,경기,55.26584235,35.62633452,2,2
509,41,20160523,경기,69.55281135,43.27222222,2,2
510,41,20160524,경기,35.89539295,23.10224949,2,2
511,41,20160525,경기,82.97298757,52.51136364,3,3
