,기상번호,시도코드,일시,평균기온(°C),최저기온(°C),최고기온(°C),평균 풍속(m/s),최다풍향(16방위),평균 현지기압(hPa),일 최심신적설(cm),일강수량(mm),강수 계속시간(hr)
267,1120160924,11,20160924,22.3,16.5,28.9,1.6,20.0,1006.2,0.0,0.0,0.0
268,1120160925,11,20160925,23.0,18.6,29.7,1.2,270.0,1006.7,0.0,0.0,0.0
269,1120160926,11,20160926,23.6,19.7,28.9,1.8,50.0,1006.1,0.0,0.0,0.0
270,1120160927,11,20160927,21.0,19.1,23.8,1.3,50.0,1006.3,0.0,13.5,14.5
271,1120160928,11,20160928,19.9,18.7,21.8,1.3,270.0,1005.2,0.0,0.5,3.25
272,1120160929,11,20160929,20.4,18.2,24.8,3.0,70.0,1006.2,0.0,0.0,0.0
273,1120160930,11,20160930,20.5,17.7,23.5,1.6,50.0,1005.3,0.0,0.0,0.0
274,1120161001,11,20161001,21.1,17.5,25.6,1.2,50.0,1007.7,0.0,0.0,0.0
275,1120161002,11,20161002,19.0,16.7,22.4,2.7,70.0,1003.7,0.0,18.5,13.83
276,1120161003,11,20161003,22.7,19.6,27.9,2.7,270.0,999.9,0.0,6.5,7.17
277,1120161004,11,20161004,22.0,15.6,29.0,2.4,70.0,1004.9,0.0,0.0,0.0
278,1120161005,11,20161005,21.1,17.5,27.2,3.0,70.0,1001.0,0.0,0.0,0.0
279,1120161006,11,20161006,18.0,13.6,23.5,2.6,290.0,1010.9,0.0,0.0,0.0
280,1120161007,11,20161007,19.7,16.5,24.8,2.6,70.0,1009.4,0.0,2.0,7.5
281,1120161008,11,20161008,16.8,10.3,21.8,2.9,270.0,1002.5,0.0,6.0,6.92
282,1120161009,11,20161009,11.3,6.5,16.6,2.9,320.0,1009.8,0.0,0.0,0.0
283,1120161010,11,20161010,14.0,7.4,21.4,1.6,50.0,1010.7,0.0,0.0,0.0
284,1120161011,11,20161011,15.4,10.0,21.1,1.8,270.0,1010.1,0.0,0.0,0.0
285,1120161012,11,20161012,15.5,11.4,20.7,2.0,290.0,1012.0,0.0,0.0,0.0
286,1120161013,11,20161013,15.2,9.3,21.9,1.4,270.0,1013.0,0.0,0.0,0.0
287,1120161014,11,20161014,16.7,10.5,23.5,1.3,20.0,1015.0,0.0,0.0,0.0
288,1120161015,11,20161015,19.1,12.4,27.1,1.3,50.0,1014.9,0.0,0.0,0.0
289,1120161016,11,20161016,17.2,15.4,19.5,1.5,70.0,1009.2,0.0,1.5,6.62
290,1120161017,11,20161017,17.5,14.5,21.7,1.4,270.0,1007.9,0.0,0.0,0.0
291,1120161018,11,20161018,17.0,11.2,24.0,1.4,50.0,1009.8,0.0,0.0,0.0
292,1120161019,11,20161019,18.0,14.0,24.3,1.5,20.0,1008.0,0.0,0.0,0.0
293,1120161020,11,20161020,18.6,12.9,25.8,1.8,50.0,1009.0,0.0,0.0,0.0
294,1120161021,11,20161021,17.9,15.7,22.0,3.0,70.0,1009.7,0.0,0.0,0.0
295,1120161022,11,20161022,18.3,14.5,22.8,1.8,50.0,1004.4,0.0,0.0,0.0
296,1120161023,11,20161023,13.3,10.6,17.8,4.0,50.0,1006.9,0.0,2.5,7.42
297,1120161024,11,20161024,15.1,9.0,20.6,2.4,50.0,1007.3,0.0,0.0,0.0
298,1120161025,11,20161025,14.1,12.5,17.5,2.2,70.0,1001.3,0.0,37.0,10.17
299,1120161026,11,20161026,13.3,10.5,16.3,1.4,270.0,1010.0,0.0,0.0,0.75
300,1120161027,11,20161027,14.6,8.6,20.9,1.9,50.0,1012.7,0.0,0.0,0.0
301,1120161028,11,20161028,14.6,10.2,18.4,2.5,290.0,1007.2,0.0,0.3,4.5
302,1120161029,11,20161029,7.8,3.5,11.2,3.0,320.0,1015.6,0.0,0.0,0.0
303,1120161030,11,20161030,7.9,1.6,15.1,1.5,270.0,1019.0,0.0,0.0,0.0
304,1120161031,11,20161031,5.7,0.7,8.2,2.0,290.0,1016.5,0.0,0.5,3.92
305,1120161101,11,20161101,1.5,-2.4,6.6,2.7,290.0,1020.2,0.0,0.0,0.0
306,1120161102,11,20161102,4.1,-2.7,10.5,1.4,250.0,1016.7,0.0,0.1,3.57
307,1120161103,11,20161103,9.1,4.2,14.1,1.6,250.0,1011.4,0.0,0.2,2.33
308,1120161104,11,20161104,12.3,8.2,15.7,2.7,180.0,1005.6,0.0,0.0,0.33
309,1120161105,11,20161105,15.0,12.2,18.1,2.2,200.0,1003.5,0.0,0.0,0.25
310,1120161106,11,20161106,14.0,11.9,18.3,3.4,50.0,1013.2,0.0,0.0,0.0
311,1120161107,11,20161107,12.8,8.5,17.8,2.8,50.0,1012.3,0.0,5.5,6.25
312,1120161108,11,20161108,4.1,0.4,8.4,3.5,290.0,1014.8,0.0,0.5,1.25
313,1120161109,11,20161109,2.1,-3.2,8.6,1.9,270.0,1018.8,0.0,0.0,0.0
314,1120161110,11,20161110,6.0,1.5,9.8,2.0,50.0,1010.4,0.0,0.4,1.08
315,1120161111,11,20161111,9.1,6.2,14.2,2.2,250.0,1008.3,0.0,4.0,3.92
316,1120161112,11,20161112,11.4,5.1,16.7,2.3,200.0,1011.7,0.0,0.0,0.0
317,1120161113,11,20161113,14.4,12.1,18.1,1.7,50.0,1010.9,0.0,0.5,1.13
318,1120161114,11,20161114,13.2,10.2,15.8,1.7,50.0,1006.1,0.0,1.5,6.33
319,1120161115,11,20161115,5.2,2.5,10.2,2.8,290.0,1011.3,0.0,0.0,0.0
320,1120161116,11,20161116,5.2,0.0,12.0,1.4,290.0,1013.5,0.0,0.0,0.0
321,1120161117,11,20161117,9.1,4.0,16.5,1.2,20.0,1014.0,0.0,0.0,0.0
322,1120161118,11,20161118,10.3,4.9,14.6,1.9,50.0,1008.4,0.0,0.0,2.5
323,1120161119,11,20161119,13.0,9.9,18.6,2.2,270.0,1003.9,0.0,0.0,3.33
324,1120161120,11,20161120,9.8,6.4,15.3,2.5,270.0,1011.2,0.0,0.0,0.0
325,1120161121,11,20161121,9.5,5.1,14.6,2.2,70.0,1008.5,0.0,0.0,0.0
326,1120161122,11,20161122,2.0,-2.1,8.4,3.9,270.0,1012.8,0.0,0.2,1.25
327,1120161123,11,20161123,-1.8,-4.8,3.6,3.0,290.0,1016.7,0.0,0.0,0.0
328,1120161124,11,20161124,-2.5,-6.2,2.4,2.1,270.0,1017.0,0.0,0.0,0.0
329,1120161125,11,20161125,1.0,-3.5,6.0,1.5,290.0,1017.3,0.0,0.0,0.0
330,1120161126,11,20161126,0.9,-0.7,2.7,2.3,50.0,1013.4,0.8,2.8,7.52
331,1120161127,11,20161127,3.3,0.5,6.6,1.5,20.0,1011.3,0.0,0.0,2.0
332,1120161128,11,20161128,1.4,-1.4,5.6,2.5,290.0,1017.6,0.0,0.0,0.0
333,1120161129,11,20161129,1.7,-2.8,8.6,1.6,270.0,1022.5,0.0,0.0,0.0
334,1120161130,11,20161130,6.0,0.7,9.8,2.0,230.0,1015.6,0.0,1.0,2.42
335,1120161201,11,20161201,4.1,-1.0,7.0,3.6,250.0,1016.3,0.0,0.0,0.0
336,1120161202,11,20161202,1.6,-3.5,7.9,1.8,290.0,1020.7,0.0,0.0,0.0
337,1120161203,11,20161203,4.5,-0.7,11.3,1.4,20.0,1016.2,0.0,0.0,0.0
338,1120161204,11,20161204,5.5,2.0,9.5,1.2,20.0,1008.1,0.0,0.0,0.0
339,1120161205,11,20161205,5.9,0.5,10.3,3.0,270.0,1007.5,0.0,1.5,1.55
340,1120161206,11,20161206,-1.1,-4.2,4.3,2.5,270.0,1015.7,0.0,0.0,0.0
341,1120161207,11,20161207,1.7,-2.7,7.5,2.3,50.0,1010.9,0.0,0.0,3.08
342,1120161208,11,20161208,2.1,-3.0,6.1,1.7,50.0,1007.5,0.0,3.0,4.93
343,1120161209,11,20161209,1.4,-2.9,4.2,2.8,270.0,1009.8,0.0,3.0,1.92
344,1120161210,11,20161210,-1.6,-5.9,3.6,1.9,270.0,1016.5,0.0,0.0,0.0
345,1120161211,11,20161211,-1.1,-6.1,6.4,1.2,20.0,1017.8,0.0,0.0,0.0
346,1120161212,11,20161212,2.3,-3.0,6.3,1.9,50.0,1013.6,0.0,0.0,0.0
347,1120161213,11,20161213,3.4,-0.4,8.8,2.0,290.0,1008.9,0.0,0.0,0.0
348,1120161214,11,20161214,-1.4,-2.3,-0.1,2.7,270.0,1009.8,0.0,0.1,3.95
349,1120161215,11,20161215,-5.0,-7.6,-1.5,3.0,270.0,1013.4,0.0,0.0,0.0
350,1120161216,11,20161216,-4.7,-9.8,0.0,2.2,270.0,1017.2,0.0,0.0,0.0
351,1120161217,11,20161217,2.7,-2.7,8.0,1.8,20.0,1018.0,0.0,0.0,1.25
352,1120161218,11,20161218,4.9,2.7,8.1,1.9,50.0,1018.4,0.0,0.0,0.0
353,1120161219,11,20161219,7.2,4.3,12.0,2.5,50.0,1013.8,0.0,0.1,3.17
354,1120161220,11,20161220,7.6,4.4,13.6,1.2,20.0,1016.5,0.0,0.0,0.0
355,1120161221,11,20161221,7.9,4.1,12.6,3.5,50.0,1011.1,0.0,29.0,8.92
356,1120161222,11,20161222,5.5,1.5,11.0,3.5,250.0,998.8,0.0,23.5,18.83
357,1120161223,11,20161223,-2.5,-4.4,1.5,3.6,270.0,1009.9,0.0,0.1,13.53
358,1120161224,11,20161224,-2.4,-4.3,1.1,1.8,20.0,1019.9,0.0,0.0,0.0
359,1120161225,11,20161225,1.0,-4.5,6.4,1.7,50.0,1019.3,0.0,0.0,0.0
360,1120161226,11,20161226,2.5,1.3,4.4,1.4,360.0,1010.9,0.0,0.0,2.58
361,1120161227,11,20161227,-2.3,-6.3,1.3,3.5,270.0,1012.5,0.5,0.5,4.67
362,1120161228,11,20161228,-3.7,-8.4,2.6,1.8,270.0,1019.1,0.0,0.0,0.0
363,1120161229,11,20161229,-4.2,-7.2,-1.1,2.8,290.0,1019.8,1.0,0.3,2.5
364,1120161230,11,20161230,-3.9,-9.1,1.0,1.3,20.0,1021.9,0.0,0.0,0.0
365,1120161231,11,20161231,0.7,-3.6,5.7,1.5,20.0,1019.0,0.0,0.0,0.42
366,2620160101,26,20160101,5.3,1.1,10.9,4.3,340.0,1021.3,0.0,0.0,0.0
367,2620160102,26,20160102,8.1,4.6,12.2,4.0,270.0,1015.1,0.0,0.0,0.0
368,2620160103,26,20160103,11.4,7.9,16.6,2.7,270.0,1010.5,0.0,0.0,0.0
369,2620160104,26,20160104,10.4,7.6,15.2,2.7,290.0,1012.1,0.0,0.0,0.0
370,2620160105,26,20160105,5.3,3.2,8.1,3.1,340.0,1015.3,0.0,0.2,1.33
371,2620160106,26,20160106,4.8,1.8,9.9,2.9,320.0,1013.5,0.0,0.0,0.0
372,2620160107,26,20160107,3.9,1.1,8.5,2.7,360.0,1013.1,0.0,0.0,0.0
373,2620160108,26,20160108,2.5,-0.5,6.9,2.9,140.0,1012.5,0.0,0.0,0.0
374,2620160109,26,20160109,3.8,-0.4,9.4,2.8,250.0,1015.1,0.0,0.0,0.0
375,2620160110,26,20160110,4.8,0.5,10.1,1.9,340.0,1016.3,0.0,0.0,0.0
376,2620160111,26,20160111,4.5,1.7,10.1,3.2,360.0,1014.5,0.0,0.0,0.0
377,2620160112,26,20160112,2.5,-0.9,7.9,4.0,340.0,1011.6,0.0,0.0,0.0
378,2620160113,26,20160113,1.5,-2.2,6.9,3.0,290.0,1010.3,0.0,0.0,0.0
379,2620160114,26,20160114,2.9,0.2,8.3,3.0,270.0,1012.3,0.0,0.0,0.0
380,2620160115,26,20160115,4.2,-0.5,10.6,1.6,360.0,1012.7,0.0,0.0,0.0
381,2620160116,26,20160116,5.7,2.3,10.4,1.2,50.0,1013.3,0.0,0.0,0.0
382,2620160117,26,20160117,6.6,5.1,10.3,3.2,50.0,1006.4,0.0,14.2,9.53
383,2620160118,26,20160118,2.3,-4.0,6.9,5.8,290.0,1001.1,0.0,0.0,0.0
384,2620160119,26,20160119,-3.1,-5.4,0.7,7.4,290.0,1008.3,0.0,0.0,0.0
385,2620160120,26,20160120,-2.5,-6.6,2.0,4.0,340.0,1017.5,0.0,0.0,0.0
386,2620160121,26,20160121,-0.9,-3.5,3.3,3.8,340.0,1015.9,0.0,0.0,0.0
387,2620160122,26,20160122,0.8,-2.7,6.7,5.8,340.0,1017.7,0.0,0.0,0.0
388,2620160123,26,20160123,-2.9,-8.5,1.1,3.9,360.0,1016.7,0.0,0.0,0.92
389,2620160124,26,20160124,-7.6,-10.2,-4.2,4.2,290.0,1013.2,0.0,0.0,0.75
390,2620160125,26,20160125,-2.6,-8.2,2.4,3.2,270.0,1017.7,0.0,0.0,0.0
391,2620160126,26,20160126,1.4,-3.9,7.3,4.2,250.0,1017.7,0.0,0.0,0.0
392,2620160127,26,20160127,4.7,0.7,9.2,3.8,270.0,1020.5,0.0,0.0,0.0
393,2620160128,26,20160128,4.4,2.1,6.0,2.5,50.0,1018.5,0.0,24.3,10.58
394,2620160129,26,20160129,4.6,3.5,5.3,4.8,50.0,1013.3,0.0,20.8,21.42
395,2620160130,26,20160130,6.1,4.5,8.7,3.6,50.0,1015.3,0.0,0.0,0.0
396,2620160131,26,20160131,3.8,1.4,7.0,3.3,340.0,1017.5,0.0,0.0,0.0
397,2620160201,26,20160201,1.7,-1.2,7.3,5.2,340.0,1016.5,0.0,0.0,0.0
398,2620160202,26,20160202,1.2,-4.0,7.9,4.6,340.0,1016.3,0.0,0.0,0.0
399,2620160203,26,20160203,1.9,-2.8,7.5,4.0,340.0,1017.1,0.0,0.0,0.0
400,2620160204,26,20160204,3.2,-0.8,7.3,2.6,270.0,1015.6,0.0,0.0,0.0
401,2620160205,26,20160205,4.1,0.3,10.1,2.8,340.0,1012.5,0.0,0.0,0.0
402,2620160206,26,20160206,2.4,-0.7,7.0,3.6,360.0,1012.2,0.0,0.0,0.0
403,2620160207,26,20160207,3.3,-1.7,9.4,3.0,340.0,1012.3,0.0,0.0,0.0
404,2620160208,26,20160208,4.5,-1.2,8.8,4.7,250.0,1009.0,0.0,0.0,0.0
405,2620160209,26,20160209,6.4,3.4,11.9,4.3,290.0,1011.6,0.0,0.0,0.0
406,2620160210,26,20160210,6.3,1.3,11.8,2.2,110.0,1018.0,0.0,0.0,0.0
407,2620160211,26,20160211,9.2,4.0,14.7,2.0,50.0,1018.7,0.0,0.0,0.0
408,2620160212,26,20160212,12.3,9.7,13.9,2.8,50.0,1012.3,0.0,32.7,12.67
409,2620160213,26,20160213,14.5,12.5,15.8,3.0,230.0,1000.6,0.0,28.9,15.25
410,2620160214,26,20160214,6.7,-0.4,15.2,5.1,290.0,1001.3,0.0,0.0,0.0
411,2620160215,26,20160215,-0.4,-3.5,4.2,4.6,290.0,1009.6,0.0,0.0,0.0
412,2620160216,26,20160216,2.2,-2.3,6.3,5.7,270.0,1010.0,0.0,0.0,0.0
413,2620160217,26,20160217,3.9,-0.6,9.6,3.4,270.0,1015.2,0.0,0.0,0.0
414,2620160218,26,20160218,5.7,0.3,9.9,4.5,270.0,1015.2,0.0,0.0,0.0
415,2620160219,26,20160219,8.9,5.7,14.8,3.5,270.0,1017.2,0.0,0.0,0.0
416,2620160220,26,20160220,7.8,3.8,11.6,3.0,360.0,1011.4,0.0,1.4,3.58
417,2620160221,26,20160221,3.8,-0.2,8.9,3.0,290.0,1019.9,0.0,0.0,0.0
418,2620160222,26,20160222,6.6,3.1,10.4,2.5,290.0,1020.9,0.0,0.0,0.0
419,2620160223,26,20160223,7.9,3.9,12.8,2.8,320.0,1018.1,0.0,0.0,0.0
420,2620160224,26,20160224,3.0,-0.5,8.4,3.5,340.0,1021.0,0.0,0.0,0.0
421,2620160225,26,20160225,3.1,-2.1,8.8,3.6,360.0,1023.8,0.0,0.0,0.0
422,2620160226,26,20160226,6.1,1.3,10.6,4.0,270.0,1020.4,0.0,0.0,0.0
423,2620160227,26,20160227,10.6,7.4,15.6,4.4,270.0,1014.9,0.0,0.0,0.0
424,2620160228,26,20160228,10.1,6.5,15.2,4.4,270.0,1011.5,0.0,0.7,0.0
425,2620160229,26,20160229,1.1,-2.5,6.7,4.5,290.0,1014.4,0.0,0.0,1.08
426,2620160301,26,20160301,1.4,-4.3,7.7,3.4,270.0,1018.0,0.0,0.0,0.0
427,2620160302,26,20160302,6.3,0.1,11.4,3.9,270.0,1017.1,0.0,0.0,0.0
428,2620160303,26,20160303,11.4,5.9,17.2,4.7,270.0,1016.0,0.0,0.0,0.0
429,2620160304,26,20160304,11.5,10.6,12.4,1.9,50.0,1017.6,0.0,35.7,16.75
430,2620160305,26,20160305,13.7,10.5,16.4,4.0,70.0,1014.2,0.0,1.6,0.98
431,2620160306,26,20160306,13.3,11.7,17.1,3.2,230.0,1009.4,0.0,32.7,9.67
432,2620160307,26,20160307,11.4,7.8,16.2,3.0,50.0,1010.0,0.0,0.0,0.0
433,2620160308,26,20160308,9.6,5.1,13.4,2.7,20.0,1010.9,0.0,6.6,10.33
434,2620160309,26,20160309,6.9,2.6,13.4,3.5,50.0,1010.6,0.0,13.6,6.33
435,2620160310,26,20160310,5.6,2.1,10.8,3.7,340.0,1013.4,0.0,0.0,0.0
436,2620160311,26,20160311,3.5,-0.8,10.0,3.8,340.0,1014.3,0.0,0.0,0.0
437,2620160312,26,20160312,5.1,0.7,10.3,3.3,360.0,1016.0,0.0,0.0,0.0
438,2620160313,26,20160313,7.6,5.2,10.7,1.6,50.0,1014.4,0.0,0.0,0.0
439,2620160314,26,20160314,7.7,4.1,14.3,3.1,50.0,1011.4,0.0,0.0,0.0
440,2620160315,26,20160315,8.2,3.2,12.3,2.9,200.0,1014.5,0.0,0.0,0.0
441,2620160316,26,20160316,11.2,7.3,16.2,3.6,270.0,1012.7,0.0,0.0,0.0
442,2620160317,26,20160317,12.6,7.8,16.9,3.0,200.0,1011.8,0.0,0.0,0.0
443,2620160318,26,20160318,12.7,11.5,13.4,1.9,70.0,1003.6,0.0,38.7,20.17
444,2620160319,26,20160319,13.3,10.4,19.4,3.2,50.0,1005.4,0.0,0.0,0.0
445,2620160320,26,20160320,10.6,8.6,14.2,3.2,50.0,1013.1,0.0,0.0,0.0
446,2620160321,26,20160321,10.2,7.3,14.8,2.8,110.0,1014.9,0.0,0.0,0.0
447,2620160322,26,20160322,12.3,7.1,16.8,3.2,320.0,1009.2,0.0,0.0,0.0
448,2620160323,26,20160323,11.0,8.2,15.1,3.2,50.0,1009.3,0.0,0.0,1.35
449,2620160324,26,20160324,8.6,5.4,13.5,3.8,50.0,1014.7,0.0,0.0,4.5
450,2620160325,26,20160325,8.1,6.3,11.7,2.4,50.0,1015.8,0.0,0.0,2.17
451,2620160326,26,20160326,7.4,5.6,11.1,1.8,50.0,1012.4,0.0,4.6,6.18
452,2620160327,26,20160327,9.5,4.3,16.2,3.7,340.0,1010.3,0.0,0.0,0.0
453,2620160328,26,20160328,11.8,6.7,18.3,4.4,360.0,1012.6,0.0,0.0,0.0
454,2620160329,26,20160329,13.3,10.1,16.3,6.1,230.0,1012.7,0.0,0.0,0.0
455,2620160330,26,20160330,15.0,12.4,19.6,3.7,270.0,1010.7,0.0,0.0,0.0
456,2620160331,26,20160331,14.8,11.1,19.3,1.9,200.0,1008.2,0.0,0.0,0.0
457,2620160401,26,20160401,16.1,11.0,22.0,2.0,70.0,1006.8,0.0,0.0,0.0
458,2620160402,26,20160402,15.1,11.4,18.8,2.9,230.0,1011.0,0.0,0.0,0.0
459,2620160403,26,20160403,14.2,11.5,18.0,2.6,50.0,1008.5,0.0,0.9,4.25
460,2620160404,26,20160404,11.7,10.5,13.6,2.9,50.0,1005.2,0.0,3.8,7.08
461,2620160405,26,20160405,14.3,10.8,19.5,3.5,200.0,1007.3,0.0,0.0,0.0
462,2620160406,26,20160406,14.8,11.0,20.9,2.6,110.0,1008.3,0.0,18.2,6.25
463,2620160407,26,20160407,12.7,11.4,16.5,2.4,50.0,999.5,0.0,47.4,12.75
464,2620160408,26,20160408,16.5,12.4,21.7,2.8,200.0,1006.4,0.0,0.0,0.0
465,2620160409,26,20160409,17.2,13.1,22.6,2.8,200.0,1005.7,0.0,0.0,0.0
466,2620160410,26,20160410,15.6,11.3,18.9,3.0,90.0,1005.0,0.0,0.0,0.0
467,2620160411,26,20160411,10.5,9.1,14.0,3.6,50.0,1012.4,0.0,0.0,2.25
468,2620160412,26,20160412,12.5,8.0,15.9,2.3,50.0,1009.3,0.0,0.0,0.0
469,2620160413,26,20160413,14.6,14.0,16.0,2.0,250.0,999.8,0.0,14.8,10.62
470,2620160414,26,20160414,17.4,13.2,21.4,3.2,200.0,1002.0,0.0,0.0,0.0
471,2620160415,26,20160415,14.6,11.5,18.1,3.1,90.0,1012.3,0.0,0.0,0.0
472,2620160416,26,20160416,15.0,10.5,19.2,2.3,230.0,1003.1,0.0,36.6,6.92
473,2620160417,26,20160417,16.5,13.4,20.9,7.8,290.0,996.8,0.0,8.0,2.33
474,2620160418,26,20160418,15.2,12.9,19.2,5.4,250.0,1006.7,0.0,0.0,0.0
475,2620160419,26,20160419,14.9,12.5,19.9,3.6,270.0,1014.1,0.0,0.0,0.0
476,2620160420,26,20160420,15.4,11.2,20.5,2.3,200.0,1012.3,0.0,0.0,0.0
477,2620160421,26,20160421,15.5,14.0,18.4,2.5,70.0,997.6,0.0,31.8,10.33
478,2620160422,26,20160422,16.9,13.7,22.9,3.4,200.0,1001.2,0.0,0.0,0.0
479,2620160423,26,20160423,16.7,14.8,18.9,2.6,200.0,1004.0,0.0,0.0,0.0
480,2620160424,26,20160424,16.5,13.4,21.8,3.0,90.0,1006.6,0.0,0.0,0.0
481,2620160425,26,20160425,16.9,12.2,22.5,2.0,90.0,1009.3,0.0,0.0,0.0
482,2620160426,26,20160426,17.5,12.2,24.2,2.3,70.0,1007.4,0.0,1.6,1.95
483,2620160427,26,20160427,12.0,11.0,13.5,4.5,50.0,999.2,0.0,32.1,21.83
484,2620160428,26,20160428,13.3,11.1,16.1,2.5,50.0,998.9,0.0,3.3,9.95
485,2620160429,26,20160429,15.2,11.5,18.9,3.5,200.0,1005.0,0.0,0.0,0.5
486,2620160430,26,20160430,16.7,12.8,20.9,5.4,250.0,1005.5,0.0,0.0,0.0
487,2620160501,26,20160501,18.5,14.4,22.7,5.6,230.0,1007.3,0.0,0.0,0.0
488,2620160502,26,20160502,19.9,15.7,24.2,4.7,230.0,1007.0,0.0,0.0,0.0
489,2620160503,26,20160503,16.4,14.4,19.5,8.1,250.0,992.4,0.0,40.7,9.92
490,2620160504,26,20160504,19.8,14.1,26.0,7.3,250.0,997.5,0.0,0.0,0.0
491,2620160505,26,20160505,19.0,14.3,25.0,3.6,200.0,1007.3,0.0,0.0,0.0
492,2620160506,26,20160506,17.3,15.9,19.2,3.1,200.0,1000.4,0.0,4.7,9.08
493,2620160507,26,20160507,20.0,16.1,25.2,3.0,230.0,1004.0,0.0,0.0,0.0
494,2620160508,26,20160508,19.2,16.2,23.1,2.5,70.0,1008.7,0.0,0.0,0.0
495,2620160509,26,20160509,18.6,16.1,22.3,1.6,90.0,1002.4,0.0,0.0,5.08
496,2620160510,26,20160510,15.1,13.1,17.2,2.6,50.0,996.5,0.0,22.3,13.78
497,2620160511,26,20160511,15.1,13.2,18.7,2.7,200.0,1001.9,0.0,0.0,0.0
498,2620160512,26,20160512,18.3,13.7,23.5,3.8,230.0,1006.3,0.0,0.0,0.0
499,2620160513,26,20160513,17.7,14.9,21.7,3.4,270.0,1011.7,0.0,0.0,0.0
500,2620160514,26,20160514,16.9,13.1,21.3,3.3,90.0,1014.6,0.0,0.0,0.0
501,2620160515,26,20160515,19.0,14.2,23.1,4.4,230.0,1004.5,0.0,0.0,3.42
502,2620160516,26,20160516,15.6,11.5,20.0,4.1,200.0,1001.0,0.0,14.5,8.2
503,2620160517,26,20160517,18.6,12.7,25.3,2.1,200.0,1007.4,0.0,0.0,0.0
504,2620160518,26,20160518,20.2,14.7,26.8,1.6,50.0,1009.8,0.0,0.0,0.0
505,2620160519,26,20160519,20.5,15.2,25.5,2.0,70.0,1010.1,0.0,0.0,0.0
506,2620160520,26,20160520,20.7,16.8,25.5,2.5,90.0,1010.0,0.0,0.0,0.0
507,2620160521,26,20160521,21.0,16.6,26.0,2.8,70.0,1010.4,0.0,0.0,0.0
508,2620160522,26,20160522,20.9,17.1,26.0,3.1,50.0,1008.9,0.0,0.0,0.0
509,2620160523,26,20160523,19.5,15.7,24.4,2.5,200.0,1006.1,0.0,0.0,0.0
510,2620160524,26,20160524,19.3,18.5,20.7,4.5,230.0,999.7,0.0,24.7,8.22
511,2620160525,26,20160525,19.9,16.4,23.8,3.2,200.0,1001.6,0.0,0.0,0.0
512,2620160526,26,20160526,22.1,17.9,26.0,2.3,200.0,1001.3,0.0,0.0,0.17
513,2620160527,26,20160527,23.0,20.8,26.7,2.1,90.0,1003.1,0.0,0.0,0.0
514,2620160528,26,20160528,21.0,19.2,24.1,2.9,200.0,999.9,0.0,0.0,0.0
515,2620160529,26,20160529,20.0,17.9,25.4,2.6,290.0,995.9,0.0,1.9,1.62
516,2620160530,26,20160530,22.4,19.3,26.6,3.4,110.0,998.0,0.0,0.0,0.0
517,2620160531,26,20160531,23.8,17.8,30.5,2.9,270.0,998.4,0.0,0.0,0.0
518,2620160601,26,20160601,20.7,17.3,23.6,3.7,50.0,1000.2,0.0,0.0,0.0
519,2620160602,26,20160602,19.8,15.7,24.0,2.7,110.0,1003.2,0.0,0.0,0.0
520,2620160603,26,20160603,21.1,16.8,25.7,2.8,200.0,1003.2,0.0,0.0,0.0
521,2620160604,26,20160604,19.7,16.6,23.8,2.9,230.0,1001.2,0.0,6.6,9.92
522,2620160605,26,20160605,20.6,17.1,25.1,3.6,50.0,1002.4,0.0,0.0,0.0
523,2620160606,26,20160606,19.3,18.3,20.4,2.8,50.0,1004.9,0.0,3.1,7.72
524,2620160607,26,20160607,20.9,18.8,25.4,1.5,200.0,1002.6,0.0,0.0,0.0
525,2620160608,26,20160608,20.4,18.8,22.2,2.4,200.0,1001.8,0.0,0.0,0.0
526,2620160609,26,20160609,21.9,19.6,26.1,2.3,90.0,1003.1,0.0,0.0,0.0
527,2620160610,26,20160610,22.3,20.1,25.3,2.6,90.0,1005.1,0.0,0.0,0.0
528,2620160611,26,20160611,23.1,20.1,26.6,2.8,200.0,1003.3,0.0,0.0,0.0
529,2620160612,26,20160612,22.4,21.1,24.1,1.3,250.0,998.1,0.0,8.6,7.58
530,2620160613,26,20160613,21.9,20.4,25.7,1.8,90.0,994.6,0.0,0.0,0.0
531,2620160614,26,20160614,21.1,20.1,24.2,2.0,200.0,996.6,0.0,0.0,0.0
532,2620160615,26,20160615,22.4,19.9,24.2,4.4,230.0,995.4,0.0,0.0,0.88
533,2620160616,26,20160616,23.6,21.7,26.4,4.0,230.0,991.2,0.0,1.5,5.62
534,2620160617,26,20160617,22.9,19.3,28.6,3.4,200.0,1000.3,0.0,0.0,0.0
535,2620160618,26,20160618,22.4,19.1,25.5,4.3,200.0,1004.6,0.0,2.8,1.42
536,2620160619,26,20160619,23.9,21.0,28.6,3.8,200.0,1000.2,0.0,9.1,5.83
537,2620160620,26,20160620,23.9,21.1,28.7,3.0,200.0,998.8,0.0,10.2,7.57
538,2620160621,26,20160621,22.4,21.2,24.6,1.9,90.0,1000.1,0.0,3.1,11.18
539,2620160622,26,20160622,21.9,21.3,23.3,2.1,70.0,998.2,0.0,13.4,15.13
540,2620160623,26,20160623,23.5,20.6,26.6,2.1,50.0,998.9,0.0,0.0,0.0
541,2620160624,26,20160624,22.6,21.2,24.2,3.5,230.0,991.7,0.0,53.7,10.58
542,2620160625,26,20160625,22.7,20.6,25.7,4.8,250.0,996.2,0.0,0.0,0.0
